"","yearmon","dates","firms","MV","BM","prices","Vol","years","RF","RF_m"
"1123",Jul 1986,1986-07-08,"SK.NETWORKS",121043.9,0.53,385,3.4,"1986-1987",0,0
"1124",Jul 1986,1986-07-08,"TONGYANG",54794.36,1.32,125.65,5.5,"1986-1987",0,0
"1125",Jul 1986,1986-07-09,"DONG.A.SOCIO.HOLDINGS",26716.8,1.39,108.24,8.2,"1986-1987",0,0
"1126",Jul 1986,1986-07-09,"KIA.MOTORS",443079.9,0.48,311.76,15.7,"1986-1987",0,0
"1127",Jul 1986,1986-07-09,"SK.NETWORKS",121987.2,0.53,388,4.7,"1986-1987",0,0
"1128",Jul 1986,1986-07-09,"TONGYANG",55615.98,1.3,127.54,4.7,"1986-1987",0,0
"1129",Jul 1986,1986-07-10,"DONG.A.SOCIO.HOLDINGS",26281.2,1.41,106.47,14.3,"1986-1987",0,0
"1130",Jul 1986,1986-07-10,"GS.GLOBAL",30630,0.71,238.55,1.4,"1986-1987",0,0
"1131",Jul 1986,1986-07-10,"KIA.MOTORS",450999.9,0.47,317.34,20.7,"1986-1987",0,0
"1132",Jul 1986,1986-07-10,"SK.NETWORKS",123559.2,0.52,393,5.4,"1986-1987",0,0
"1133",Jul 1986,1986-07-10,"TONGYANG",54541.6,1.32,125.07,3.6,"1986-1987",0,0
"1134",Jul 1986,1986-07-11,"DONG.A.SOCIO.HOLDINGS",26281.2,1.41,106.47,8.4,"1986-1987",0,0
"1135",Jul 1986,1986-07-11,"KIA.MOTORS",450999.9,0.47,317.34,8.3,"1986-1987",0,0
"1136",Jul 1986,1986-07-11,"TONGYANG",53719.98,1.33,123.19,2.5,"1986-1987",0,0
"1137",Jul 1986,1986-07-14,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,4.8,"1986-1987",0,0
"1138",Jul 1986,1986-07-14,"KIA.MOTORS",442199.9,0.48,311.15,6.3,"1986-1987",0,0
"1139",Jul 1986,1986-07-14,"SK.NETWORKS",120729.6,0.54,384,1.1,"1986-1987",0,0
"1140",Jul 1986,1986-07-14,"TONGYANG",54351.99,1.33,124.64,4.3,"1986-1987",0,0
"1141",Jul 1986,1986-07-15,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,22,"1986-1987",0,0
"1142",Jul 1986,1986-07-15,"GS.GLOBAL",32820,0.66,255.61,2.4,"1986-1987",0,0
"1143",Jul 1986,1986-07-15,"KIA.MOTORS",439999.9,0.49,309.6,6.7,"1986-1987",0,0
"1144",Jul 1986,1986-07-15,"SK.NETWORKS",120100.8,0.54,382,2.4,"1986-1987",0,0
"1145",Jul 1986,1986-07-15,"TONGYANG",54288.79,1.33,124.49,2.4,"1986-1987",0,0
"1146",Jul 1986,1986-07-16,"DONG.A.SOCIO.HOLDINGS",25584.23,1.45,103.65,2.1,"1986-1987",0,0
"1147",Jul 1986,1986-07-16,"DONG.WHA.PHARM.",9515.7,1.67,94.17,1.5,"1986-1987",0,0
"1148",Jul 1986,1986-07-16,"KIA.MOTORS",435599.9,0.49,306.5,5.7,"1986-1987",0,0
"1149",Jul 1986,1986-07-16,"SK.NETWORKS",119471.9,0.54,380,2.3,"1986-1987",0,0
"1150",Jul 1986,1986-07-16,"TONGYANG",53403.97,1.35,122.46,3,"1986-1987",0,0
"1151",Jul 1986,1986-07-18,"DONG.A.SOCIO.HOLDINGS",25526.16,1.45,103.41,6.2,"1986-1987",0,0
"1152",Jul 1986,1986-07-18,"KIA.MOTORS",437799.9,0.49,308.05,3.4,"1986-1987",0,0
"1153",Jul 1986,1986-07-18,"SK.NETWORKS",117585.6,0.55,374,2.9,"1986-1987",0,0
"1154",Jul 1986,1986-07-21,"DONG.A.SOCIO.HOLDINGS",25322.88,1.47,102.59,11.4,"1986-1987",0,0
"1155",Jul 1986,1986-07-21,"KIA.MOTORS",444399.9,0.48,312.69,5.4,"1986-1987",0,0
"1156",Jul 1986,1986-07-21,"TONGYANG",53024.77,1.35,121.59,1,"1986-1987",0,0
"1157",Jul 1986,1986-07-22,"DONG.A.SOCIO.HOLDINGS",25293.84,1.47,102.47,9.4,"1986-1987",0,0
"1158",Jul 1986,1986-07-22,"DONG.WHA.PHARM.",9084.05,1.75,89.9,1.2,"1986-1987",0,0
"1159",Jul 1986,1986-07-22,"KIA.MOTORS",452979.9,0.47,318.73,5.3,"1986-1987",0,0
"1160",Jul 1986,1986-07-22,"SK.NETWORKS",119786.3,0.54,381,1.9,"1986-1987",0,0
"1161",Jul 1986,1986-07-22,"TONGYANG",53087.97,1.35,121.74,2.6,"1986-1987",0,0
"1162",Jul 1986,1986-07-23,"DONG.A.SOCIO.HOLDINGS",25700.39,1.45,104.12,11.1,"1986-1987",0,0
"1163",Jul 1986,1986-07-23,"DONG.WHA.PHARM.",9084.05,1.75,89.9,5.7,"1986-1987",0,0
"1164",Jul 1986,1986-07-23,"KIA.MOTORS",470799.9,0.45,331.27,15.3,"1986-1987",0,0
"1165",Jul 1986,1986-07-23,"SK.NETWORKS",120729.6,0.54,384,3.7,"1986-1987",0,0
"1166",Jul 1986,1986-07-23,"TONGYANG",56121.59,1.28,128.7,3.7,"1986-1987",0,0
"1167",Jul 1986,1986-07-24,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,21.9,"1986-1987",0,0
"1168",Jul 1986,1986-07-24,"GS.GLOBAL",31200,0.69,242.99,1.2,"1986-1987",0,0
"1169",Jul 1986,1986-07-24,"KIA.MOTORS",467499.9,0.46,328.95,8.7,"1986-1987",0,0
"1170",Jul 1986,1986-07-24,"SK.NETWORKS",120729.6,0.54,384,4,"1986-1987",0,0
"1171",Jul 1986,1986-07-24,"TONGYANG",54983.96,1.32,126.09,3.1,"1986-1987",0,0
"1172",Jul 1986,1986-07-25,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,4.5,"1986-1987",0,0
"1173",Jul 1986,1986-07-25,"KIA.MOTORS",459799.9,0.46,323.53,7.6,"1986-1987",0,0
"1174",Jul 1986,1986-07-25,"SK.NETWORKS",117899.9,0.55,375,3.3,"1986-1987",0,0
"1175",Jul 1986,1986-07-25,"TONGYANG",53846.38,1.33,123.48,2,"1986-1987",0,0
"1176",Jul 1986,1986-07-28,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,7.5,"1986-1987",0,0
"1177",Jul 1986,1986-07-28,"DONG.WHA.PHARM.",8887.86,1.79,87.96,7.6,"1986-1987",0,0
"1178",Jul 1986,1986-07-28,"KIA.MOTORS",481799.9,0.44,339.01,9.9,"1986-1987",0,0
"1179",Jul 1986,1986-07-28,"SK.NETWORKS",120100.8,0.54,382,5,"1986-1987",0,0
"1180",Jul 1986,1986-07-28,"TONGYANG",54983.96,1.32,126.09,3.7,"1986-1987",0,0
"1181",Jul 1986,1986-07-29,"DONG.A.SOCIO.HOLDINGS",26281.2,1.41,106.47,19.1,"1986-1987",0,0
"1182",Jul 1986,1986-07-29,"DONG.WHA.PHARM.",8936.91,1.79,88.45,3.9,"1986-1987",0,0
"1183",Jul 1986,1986-07-29,"KIA.MOTORS",488399.9,0.44,343.65,11.1,"1986-1987",0,0
"1184",Jul 1986,1986-07-29,"SK.NETWORKS",120415.2,0.54,383,6.6,"1986-1987",0,0
"1185",Jul 1986,1986-07-29,"TONGYANG",54983.96,1.32,126.09,3.8,"1986-1987",0,0
"1186",Jul 1986,1986-07-30,"DONG.A.SOCIO.HOLDINGS",26397.36,1.41,106.94,11.6,"1986-1987",0,0
"1187",Jul 1986,1986-07-30,"KIA.MOTORS",493239.9,0.43,347.06,10.8,"1986-1987",0,0
"1188",Jul 1986,1986-07-30,"SK.NETWORKS",115699.1,0.56,368,3,"1986-1987",0,0
"1189",Jul 1986,1986-07-30,"TONGYANG",54351.99,1.33,124.64,2,"1986-1987",0,0
"1190",Jul 1986,1986-07-31,"DONG.A.SOCIO.HOLDINGS",26136,1.43,105.88,11.2,"1986-1987",0,0
"1191",Jul 1986,1986-07-31,"DONG.WHA.PHARM.",9123.3,1.75,90.29,2.8,"1986-1987",0,0
"1192",Jul 1986,1986-07-31,"KIA.MOTORS",483999.9,0.44,340.56,10,"1986-1987",0,0
"1193",Jul 1986,1986-07-31,"TONGYANG",53719.98,1.33,123.19,1.2,"1986-1987",0,0
"1194",Aug 1986,1986-08-01,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,4.1,"1986-1987",0,0
"1195",Aug 1986,1986-08-01,"DONG.WHA.PHARM.",9123.3,1.75,90.29,10.2,"1986-1987",0,0
"1196",Aug 1986,1986-08-01,"KIA.MOTORS",465299.9,0.46,327.4,7.7,"1986-1987",0,0
"1197",Aug 1986,1986-08-01,"TONGYANG",51381.57,1.41,117.83,1,"1986-1987",0,0
"1198",Aug 1986,1986-08-04,"DONG.A.SOCIO.HOLDINGS",25787.52,1.45,104.47,1.7,"1986-1987",0,0
"1199",Aug 1986,1986-08-04,"DONG.WHA.PHARM.",9270.45,1.72,91.75,4.1,"1986-1987",0,0
"1200",Aug 1986,1986-08-04,"KIA.MOTORS",453199.9,0.47,318.89,5.5,"1986-1987",0,0
"1201",Aug 1986,1986-08-04,"SK.NETWORKS",111926.4,0.58,356,1.1,"1986-1987",0,0
"1202",Aug 1986,1986-08-05,"DONG.A.SOCIO.HOLDINGS",25758.48,1.45,104.35,6.4,"1986-1987",0,0
"1203",Aug 1986,1986-08-05,"DONG.WHA.PHARM.",9270.45,1.72,91.75,1.4,"1986-1987",0,0
"1204",Aug 1986,1986-08-05,"KIA.MOTORS",444179.9,0.48,312.54,6.1,"1986-1987",0,0
"1205",Aug 1986,1986-08-06,"DONG.A.SOCIO.HOLDINGS",25497.12,1.47,103.29,12,"1986-1987",0,0
"1206",Aug 1986,1986-08-06,"DONG.WHA.PHARM.",9319.5,1.69,92.23,9.3,"1986-1987",0,0
"1207",Aug 1986,1986-08-06,"KIA.MOTORS",422400,0.51,297.21,7.4,"1986-1987",0,0
"1208",Aug 1986,1986-08-06,"SK.NETWORKS",105575.5,0.61,335.8,1.3,"1986-1987",0,0
"1209",Aug 1986,1986-08-07,"DONG.A.SOCIO.HOLDINGS",24684,1.52,100,7.9,"1986-1987",0,0
"1210",Aug 1986,1986-08-07,"KIA.MOTORS",421959.9,0.51,296.9,5.5,"1986-1987",0,0
"1211",Aug 1986,1986-08-07,"SK.NETWORKS",104380.8,0.62,332,1.7,"1986-1987",0,0
"1212",Aug 1986,1986-08-07,"TONGYANG",51760.78,1.39,118.7,1.1,"1986-1987",0,0
"1213",Aug 1986,1986-08-08,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,10.3,"1986-1987",0,0
"1214",Aug 1986,1986-08-08,"DONG.WHA.PHARM.",9319.5,1.69,92.23,2,"1986-1987",0,0
"1215",Aug 1986,1986-08-08,"KIA.MOTORS",433399.9,0.49,304.95,3.7,"1986-1987",0,0
"1216",Aug 1986,1986-08-08,"SK.NETWORKS",108782.4,0.6,346,1.4,"1986-1987",0,0
"1217",Aug 1986,1986-08-11,"DONG.A.SOCIO.HOLDINGS",25816.55,1.45,104.59,10.1,"1986-1987",0,0
"1218",Aug 1986,1986-08-11,"DONG.WHA.PHARM.",9221.4,1.72,91.26,3,"1986-1987",0,0
"1219",Aug 1986,1986-08-11,"KIA.MOTORS",437799.9,0.49,308.05,1.9,"1986-1987",0,0
"1220",Aug 1986,1986-08-11,"TONGYANG",54667.96,1.32,125.36,3.2,"1986-1987",0,0
"1221",Aug 1986,1986-08-12,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,9.7,"1986-1987",0,0
"1222",Aug 1986,1986-08-12,"KIA.MOTORS",427899.9,0.5,301.08,1.5,"1986-1987",0,0
"1223",Aug 1986,1986-08-12,"TONGYANG",53783.18,1.33,123.33,1.8,"1986-1987",0,0
"1224",Aug 1986,1986-08-13,"DONG.A.SOCIO.HOLDINGS",25555.2,1.45,103.53,5.3,"1986-1987",0,0
"1225",Aug 1986,1986-08-13,"KIA.MOTORS",428779.9,0.5,301.7,1.4,"1986-1987",0,0
"1226",Aug 1986,1986-08-13,"SK.NETWORKS",106895.9,0.61,340,1.1,"1986-1987",0,0
"1227",Aug 1986,1986-08-13,"TONGYANG",54983.96,1.32,126.09,2.2,"1986-1987",0,0
"1228",Aug 1986,1986-08-14,"DONG.A.SOCIO.HOLDINGS",25555.2,1.45,103.53,7.8,"1986-1987",0,0
"1229",Aug 1986,1986-08-14,"DONG.WHA.PHARM.",9319.5,1.69,92.23,1.4,"1986-1987",0,0
"1230",Aug 1986,1986-08-14,"KIA.MOTORS",433619.9,0.49,305.11,4.4,"1986-1987",0,0
"1231",Aug 1986,1986-08-14,"SK.NETWORKS",108279.3,0.6,344.4,1.6,"1986-1987",0,0
"1232",Aug 1986,1986-08-14,"TONGYANG",54667.96,1.32,125.36,2.7,"1986-1987",0,0
"1233",Aug 1986,1986-08-18,"DONG.A.SOCIO.HOLDINGS",24771.12,1.52,100.35,10,"1986-1987",0,0
"1234",Aug 1986,1986-08-18,"KIA.MOTORS",433179.9,0.49,304.8,2.2,"1986-1987",0,0
"1235",Aug 1986,1986-08-18,"SK.NETWORKS",109096.8,0.6,347,1.4,"1986-1987",0,0
"1236",Aug 1986,1986-08-19,"DONG.A.SOCIO.HOLDINGS",24829.2,1.49,100.59,6.2,"1986-1987",0,0
"1237",Aug 1986,1986-08-19,"DONG.WHA.PHARM.",9417.6,1.69,93.2,4.1,"1986-1987",0,0
"1238",Aug 1986,1986-08-19,"KIA.MOTORS",448579.9,0.48,315.63,4.1,"1986-1987",0,0
"1239",Aug 1986,1986-08-19,"TONGYANG",53719.98,1.33,123.19,2.3,"1986-1987",0,0
"1240",Aug 1986,1986-08-20,"DONG.A.SOCIO.HOLDINGS",24887.28,1.49,100.82,24.5,"1986-1987",0,0
"1241",Aug 1986,1986-08-20,"KIA.MOTORS",439999.9,0.49,309.6,4.7,"1986-1987",0,0
"1242",Aug 1986,1986-08-20,"SK.NETWORKS",90424.75,0.72,342,1.6,"1986-1987",0,0
"1243",Aug 1986,1986-08-20,"TONGYANG",54351.99,1.33,124.64,3.1,"1986-1987",0,0
"1244",Aug 1986,1986-08-21,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,7.4,"1986-1987",0,0
"1245",Aug 1986,1986-08-21,"DONG.WHA.PHARM.",9525.51,1.67,94.27,34,"1986-1987",0,0
"1246",Aug 1986,1986-08-21,"KIA.MOTORS",425699.9,0.5,299.54,3.9,"1986-1987",0,0
"1247",Aug 1986,1986-08-21,"SK.NETWORKS",88838.38,0.73,336,2.5,"1986-1987",0,0
"1248",Aug 1986,1986-08-21,"TONGYANG",53909.58,1.33,123.62,6.4,"1986-1987",0,0
"1249",Aug 1986,1986-08-22,"DONG.A.SOCIO.HOLDINGS",26136,1.43,105.88,25.7,"1986-1987",0,0
"1250",Aug 1986,1986-08-22,"DONG.WHA.PHARM.",9810,1.61,97.09,1.9,"1986-1987",0,0
"1251",Aug 1986,1986-08-22,"KIA.MOTORS",426799.9,0.5,300.31,3.6,"1986-1987",0,0
"1252",Aug 1986,1986-08-22,"SK.NETWORKS",87251.94,0.74,330,1.7,"1986-1987",0,0
"1253",Aug 1986,1986-08-22,"TONGYANG",55615.98,1.3,127.54,6.8,"1986-1987",0,0
"1254",Aug 1986,1986-08-25,"DONG.WHA.PHARM.",9966.96,1.59,98.64,13.6,"1986-1987",0,0
"1255",Aug 1986,1986-08-25,"KIA.MOTORS",417999.9,0.51,294.12,4.7,"1986-1987",0,0
"1256",Aug 1986,1986-08-25,"SK.NETWORKS",87251.94,0.74,330,1,"1986-1987",0,0
"1257",Aug 1986,1986-08-25,"TONGYANG",54035.99,1.33,123.91,1.1,"1986-1987",0,0
"1258",Aug 1986,1986-08-26,"DONG.A.SOCIO.HOLDINGS",25061.52,1.49,101.53,2.6,"1986-1987",0,0
"1259",Aug 1986,1986-08-26,"DONG.WHA.PHARM.",10006.2,1.59,99.03,10.4,"1986-1987",0,0
"1260",Aug 1986,1986-08-26,"KIA.MOTORS",415360,0.51,292.26,1.8,"1986-1987",0,0
"1261",Aug 1986,1986-08-27,"DONG.A.SOCIO.HOLDINGS",24974.4,1.49,101.18,4.8,"1986-1987",0,0
"1262",Aug 1986,1986-08-27,"KIA.MOTORS",418439.9,0.51,294.43,2.5,"1986-1987",0,0
"1263",Aug 1986,1986-08-27,"SK.NETWORKS",86723.13,0.75,328,1.3,"1986-1987",0,0
"1264",Aug 1986,1986-08-27,"TONGYANG",53972.79,1.33,123.77,1.1,"1986-1987",0,0
"1265",Aug 1986,1986-08-28,"DONG.A.SOCIO.HOLDINGS",24654.96,1.52,99.88,18.5,"1986-1987",0,0
"1266",Aug 1986,1986-08-28,"DONG.WHA.PHARM.",9810,1.61,97.09,8.6,"1986-1987",0,0
"1267",Aug 1986,1986-08-28,"KIA.MOTORS",417999.9,0.51,294.12,4.6,"1986-1987",0,0
"1268",Aug 1986,1986-08-28,"TONGYANG",52392.79,1.37,120.14,1.1,"1986-1987",0,0
"1269",Aug 1986,1986-08-29,"DONG.A.SOCIO.HOLDINGS",24684,1.52,100,5.1,"1986-1987",0,0
"1270",Aug 1986,1986-08-29,"DONG.WHA.PHARM.",9711.89,1.64,96.12,5.6,"1986-1987",0,0
"1271",Aug 1986,1986-08-29,"KIA.MOTORS",418659.9,0.51,294.58,2.1,"1986-1987",0,0
"1272",Sep 1986,1986-09-01,"DONG.A.SOCIO.HOLDINGS",24829.2,1.49,100.59,7.4,"1986-1987",0,0
"1273",Sep 1986,1986-09-01,"KIA.MOTORS",420199.9,0.51,295.67,3.1,"1986-1987",0,0
"1274",Sep 1986,1986-09-01,"SK.NETWORKS",83021.56,0.78,314,1.4,"1986-1987",0,0
"1275",Sep 1986,1986-09-02,"DONG.A.SOCIO.HOLDINGS",24974.4,1.49,101.18,7.5,"1986-1987",0,0
"1276",Sep 1986,1986-09-02,"KIA.MOTORS",424159.9,0.5,298.45,2.4,"1986-1987",0,0
"1277",Sep 1986,1986-09-02,"SK.NETWORKS",84608,0.76,320,2,"1986-1987",0,0
"1278",Sep 1986,1986-09-03,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,9.4,"1986-1987",0,0
"1279",Sep 1986,1986-09-03,"DONG.WHA.PHARM.",9417.6,1.69,93.2,4.1,"1986-1987",0,0
"1280",Sep 1986,1986-09-03,"KIA.MOTORS",424599.9,0.5,298.76,3.1,"1986-1987",0,0
"1281",Sep 1986,1986-09-03,"SK.NETWORKS",84872.38,0.76,321,2.1,"1986-1987",0,0
"1282",Sep 1986,1986-09-04,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,11.1,"1986-1987",0,0
"1283",Sep 1986,1986-09-04,"KIA.MOTORS",422400,0.51,297.21,2.9,"1986-1987",0,0
"1284",Sep 1986,1986-09-05,"DONG.A.SOCIO.HOLDINGS",25555.2,1.45,103.53,9.4,"1986-1987",0,0
"1285",Sep 1986,1986-09-05,"DONG.WHA.PHARM.",9515.7,1.67,94.17,3.5,"1986-1987",0,0
"1286",Sep 1986,1986-09-05,"KIA.MOTORS",420419.9,0.51,295.82,2.3,"1986-1987",0,0
"1287",Sep 1986,1986-09-08,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,28,"1986-1987",0,0
"1288",Sep 1986,1986-09-08,"DONG.WHA.PHARM.",9417.6,1.69,93.2,12.9,"1986-1987",0,0
"1289",Sep 1986,1986-09-08,"KIA.MOTORS",427019.9,0.5,300.46,2.6,"1986-1987",0,0
"1290",Sep 1986,1986-09-08,"SK.NETWORKS",84608,0.76,320,1.2,"1986-1987",0,0
"1291",Sep 1986,1986-09-09,"DONG.A.SOCIO.HOLDINGS",25555.2,1.45,103.53,3.1,"1986-1987",0,0
"1292",Sep 1986,1986-09-09,"DONG.WHA.PHARM.",9221.4,1.72,91.26,6.8,"1986-1987",0,0
"1293",Sep 1986,1986-09-09,"KIA.MOTORS",439559.9,0.49,309.29,3.1,"1986-1987",0,0
"1294",Sep 1986,1986-09-09,"SK.NETWORKS",87251.94,0.74,330,1.3,"1986-1987",0,0
"1295",Sep 1986,1986-09-10,"DONG.A.SOCIO.HOLDINGS",25845.6,1.45,104.71,5.8,"1986-1987",0,0
"1296",Sep 1986,1986-09-10,"DONG.WHA.PHARM.",9466.65,1.67,93.69,4.4,"1986-1987",0,0
"1297",Sep 1986,1986-09-10,"KIA.MOTORS",439999.9,0.49,309.6,5,"1986-1987",0,0
"1298",Sep 1986,1986-09-10,"SK.NETWORKS",88256.69,0.74,333.8,1.1,"1986-1987",0,0
"1299",Sep 1986,1986-09-11,"KIA.MOTORS",439999.9,0.49,309.6,4.2,"1986-1987",0,0
"1300",Sep 1986,1986-09-11,"SK.NETWORKS",91958.31,0.7,347.8,3.1,"1986-1987",0,0
"1301",Sep 1986,1986-09-11,"TONGYANG",53972.79,1.33,123.77,11.5,"1986-1987",0,0
"1302",Sep 1986,1986-09-12,"DONG.A.SOCIO.HOLDINGS",24974.4,1.49,101.18,5.9,"1986-1987",0,0
"1303",Sep 1986,1986-09-12,"KIA.MOTORS",431199.9,0.5,303.41,3.1,"1986-1987",0,0
"1304",Sep 1986,1986-09-12,"SK.NETWORKS",91535.25,0.71,346.2,4.5,"1986-1987",0,0
"1305",Sep 1986,1986-09-12,"TONGYANG",54351.99,1.33,124.64,1.4,"1986-1987",0,0
"1306",Sep 1986,1986-09-15,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,5.8,"1986-1987",0,0
"1307",Sep 1986,1986-09-15,"DONG.WHA.PHARM.",9447.03,1.67,93.5,7,"1986-1987",0,0
"1308",Sep 1986,1986-09-15,"KIA.MOTORS",422400,0.51,297.21,1.5,"1986-1987",0,0
"1309",Sep 1986,1986-09-15,"SK.NETWORKS",95183.94,0.68,360,4.8,"1986-1987",0,0
"1310",Sep 1986,1986-09-16,"DONG.WHA.PHARM.",9447.03,1.67,93.5,2.9,"1986-1987",0,0
"1311",Sep 1986,1986-09-16,"KIA.MOTORS",428999.9,0.5,301.86,1.2,"1986-1987",0,0
"1312",Sep 1986,1986-09-16,"SK.NETWORKS",94549.38,0.68,357.6,4,"1986-1987",0,0
"1313",Sep 1986,1986-09-17,"DONG.A.SOCIO.HOLDINGS",25264.8,1.47,102.35,3.9,"1986-1987",0,0
"1314",Sep 1986,1986-09-17,"KIA.MOTORS",431199.9,0.5,303.41,1.5,"1986-1987",0,0
"1315",Sep 1986,1986-09-17,"SK.NETWORKS",93597.56,0.69,354,1.1,"1986-1987",0,0
"1316",Sep 1986,1986-09-22,"DONG.A.SOCIO.HOLDINGS",24974.4,1.49,101.18,3.1,"1986-1987",0,0
"1317",Sep 1986,1986-09-23,"DONG.A.SOCIO.HOLDINGS",24829.2,1.49,100.59,2.4,"1986-1987",0,0
"1318",Sep 1986,1986-09-23,"KIA.MOTORS",417779.9,0.51,293.96,1.9,"1986-1987",0,0
"1319",Sep 1986,1986-09-23,"SK.NETWORKS",89314.25,0.72,337.8,1.5,"1986-1987",0,0
"1320",Sep 1986,1986-09-24,"DONG.A.SOCIO.HOLDINGS",24829.2,1.49,100.59,7.5,"1986-1987",0,0
"1321",Sep 1986,1986-09-24,"KIA.MOTORS",415360,0.51,292.26,12.2,"1986-1987",0,0
"1322",Sep 1986,1986-09-25,"DONG.A.SOCIO.HOLDINGS",24887.28,1.49,100.82,1.3,"1986-1987",0,0
"1323",Sep 1986,1986-09-25,"KIA.MOTORS",415799.9,0.51,292.57,6.8,"1986-1987",0,0
"1324",Sep 1986,1986-09-26,"DONG.A.SOCIO.HOLDINGS",24713.04,1.52,100.12,6.3,"1986-1987",0,0
"1325",Sep 1986,1986-09-26,"KIA.MOTORS",415139.9,0.51,292.11,14.2,"1986-1987",0,0
"1326",Sep 1986,1986-09-26,"SK.NETWORKS",90689.13,0.71,343,17.3,"1986-1987",0,0
"1327",Sep 1986,1986-09-26,"TONGYANG",51255.17,1.41,117.54,3.6,"1986-1987",0,0
"1328",Sep 1986,1986-09-29,"DONG.A.SOCIO.HOLDINGS",24422.64,1.52,98.94,8.2,"1986-1987",0,0
"1329",Sep 1986,1986-09-29,"KIA.MOTORS",400619.9,0.53,281.89,7.1,"1986-1987",0,0
"1330",Sep 1986,1986-09-29,"SK.NETWORKS",89895.94,0.72,340,9.8,"1986-1987",0,0
"1331",Sep 1986,1986-09-30,"DONG.A.SOCIO.HOLDINGS",24393.6,1.54,98.82,7.6,"1986-1987",0,0
"1332",Sep 1986,1986-09-30,"KIA.MOTORS",401059.9,0.53,282.2,4.3,"1986-1987",0,0
"1333",Sep 1986,1986-09-30,"TONGYANG",50433.59,1.43,115.65,1.7,"1986-1987",0,0
"1334",Oct 1986,1986-10-02,"DONG.A.SOCIO.HOLDINGS",24451.68,1.52,99.06,2,"1986-1987",0,0
"1335",Oct 1986,1986-10-02,"KIA.MOTORS",396219.9,0.54,278.79,4.8,"1986-1987",0,0
"1336",Oct 1986,1986-10-06,"KIA.MOTORS",398199.9,0.53,280.19,1.5,"1986-1987",0,0
"1337",Oct 1986,1986-10-07,"DONG.A.SOCIO.HOLDINGS",24248.4,1.54,98.24,3.2,"1986-1987",0,0
"1338",Oct 1986,1986-10-07,"KIA.MOTORS",406559.9,0.52,286.07,1.2,"1986-1987",0,0
"1339",Oct 1986,1986-10-08,"DONG.A.SOCIO.HOLDINGS",24103.2,1.54,97.65,5.3,"1986-1987",0,0
"1340",Oct 1986,1986-10-08,"DONG.WHA.PHARM.",9113.49,1.75,90.19,1.3,"1986-1987",0,0
"1341",Oct 1986,1986-10-10,"DONG.A.SOCIO.HOLDINGS",23899.92,1.56,96.82,10.5,"1986-1987",0,0
"1342",Oct 1986,1986-10-10,"KIA.MOTORS",397539.9,0.53,279.72,7.8,"1986-1987",0,0
"1343",Oct 1986,1986-10-13,"DONG.A.SOCIO.HOLDINGS",23812.8,1.56,96.47,1.4,"1986-1987",0,0
"1344",Oct 1986,1986-10-13,"KIA.MOTORS",395999.9,0.54,278.64,2,"1986-1987",0,0
"1345",Oct 1986,1986-10-14,"DONG.A.SOCIO.HOLDINGS",23522.4,1.59,95.29,5.9,"1986-1987",0,0
"1346",Oct 1986,1986-10-14,"KIA.MOTORS",389399.9,0.55,273.99,1.6,"1986-1987",0,0
"1347",Oct 1986,1986-10-14,"SK.NETWORKS",84608,0.76,320,1,"1986-1987",0,0
"1348",Oct 1986,1986-10-15,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,3.2,"1986-1987",0,0
"1349",Oct 1986,1986-10-15,"KIA.MOTORS",380599.9,0.56,267.8,1.7,"1986-1987",0,0
"1350",Oct 1986,1986-10-15,"SK.NETWORKS",83550.31,0.78,316,1.8,"1986-1987",0,0
"1351",Oct 1986,1986-10-16,"DONG.A.SOCIO.HOLDINGS",22912.55,1.64,92.82,2.8,"1986-1987",0,0
"1352",Oct 1986,1986-10-16,"KIA.MOTORS",365199.9,0.58,256.97,3.4,"1986-1987",0,0
"1353",Oct 1986,1986-10-16,"SK.NETWORKS",79901.63,0.81,302.2,1.4,"1986-1987",0,0
"1354",Oct 1986,1986-10-16,"TONGYANG",47083.97,1.54,107.97,1.1,"1986-1987",0,0
"1355",Oct 1986,1986-10-17,"DONG.A.SOCIO.HOLDINGS",22912.55,1.64,92.82,1.3,"1986-1987",0,0
"1356",Oct 1986,1986-10-17,"KIA.MOTORS",358599.9,0.6,252.32,3.9,"1986-1987",0,0
"1357",Oct 1986,1986-10-17,"SK.NETWORKS",79584.38,0.81,301,1.3,"1986-1987",0,0
"1358",Oct 1986,1986-10-20,"DONG.A.SOCIO.HOLDINGS",23232,1.61,94.12,2.1,"1986-1987",0,0
