"","yearmon","dates","firms","MV","BM","prices","Vol","years","RF","RF_m"
"7720",Jul 1989,1989-07-04,"KCC",131039.9,0.62,272.47,6.8,"1989-1990",0,0
"7721",Jul 1989,1989-07-04,"KIA.MOTORS",1031906,0.54,528.54,2.7,"1989-1990",0,0
"7722",Jul 1989,1989-07-04,"KOREAN.AIR.LINES",857999.9,0.4,1121.5,8.3,"1989-1990",0,0
"7723",Jul 1989,1989-07-04,"LG",784079.9,0.57,492.9,44.2,"1989-1990",0,0
"7724",Jul 1989,1989-07-04,"LG.INTL.",245999.9,0.52,791.87,44.4,"1989-1990",0,0
"7725",Jul 1989,1989-07-04,"LS",176000,0.85,330.4,47.1,"1989-1990",0,0
"7726",Jul 1989,1989-07-04,"POSCO",2781206,1.61,78.03,26.7,"1989-1990",0,0
"7727",Jul 1989,1989-07-04,"SG.CHOONGBANG",102479.9,0.91,574.41,4.5,"1989-1990",0,0
"7728",Jul 1989,1989-07-04,"SK.NETWORKS",233999.9,0.65,663.25,2.3,"1989-1990",0,0
"7729",Jul 1989,1989-07-05,"CJ",117799.9,0.93,259.31,19.4,"1989-1990",0,0
"7730",Jul 1989,1989-07-05,"DAEWOONG",20212.5,0.99,241.48,56.7,"1989-1990",0,0
"7731",Jul 1989,1989-07-05,"DONG.A.SOCIO.HOLDINGS",107261.9,0.56,360.57,22.1,"1989-1990",0,0
"7732",Jul 1989,1989-07-05,"DONG.WHA.PHARM.",40392,0.62,296.9,61.1,"1989-1990",0,0
"7733",Jul 1989,1989-07-05,"DONGBU.HITEK",37022,1.02,501.55,2,"1989-1990",0,0
"7734",Jul 1989,1989-07-05,"DONGSUNG.CHEMICAL",61641.97,0.74,98.23,2.9,"1989-1990",0,0
"7735",Jul 1989,1989-07-05,"GREEN.CROSS.HDG.",35960,1.05,103.95,99,"1989-1990",0,0
"7736",Jul 1989,1989-07-05,"KCC",131039.9,0.62,272.47,4.7,"1989-1990",0,0
"7737",Jul 1989,1989-07-05,"KIA.MOTORS",1023875,0.54,524.42,2,"1989-1990",0,0
"7738",Jul 1989,1989-07-05,"KOREAN.AIR.LINES",854999.7,0.4,1117.58,13.3,"1989-1990",0,0
"7739",Jul 1989,1989-07-05,"LG",777599.7,0.57,488.82,23.8,"1989-1990",0,0
"7740",Jul 1989,1989-07-05,"LG.INTL.",240000,0.53,772.55,16.2,"1989-1990",0,0
"7741",Jul 1989,1989-07-05,"LS",173999.9,0.87,326.65,43,"1989-1990",0,0
"7742",Jul 1989,1989-07-05,"POSCO",2726133,1.64,76.49,18.1,"1989-1990",0,0
"7743",Jul 1989,1989-07-05,"SG.CHOONGBANG",101359.9,0.92,568.14,4.3,"1989-1990",0,0
"7744",Jul 1989,1989-07-06,"CJ",115899.9,0.94,255.13,11.8,"1989-1990",0,0
"7745",Jul 1989,1989-07-06,"DAEWOONG",20433,0.98,244.12,1.8,"1989-1990",0,0
"7746",Jul 1989,1989-07-06,"DONG.A.SOCIO.HOLDINGS",107716.4,0.56,362.1,11.9,"1989-1990",0,0
"7747",Jul 1989,1989-07-06,"DONG.WHA.PHARM.",39831,0.62,292.77,27.9,"1989-1990",0,0
"7748",Jul 1989,1989-07-06,"DONGBU.HITEK",36330,1.04,492.17,1,"1989-1990",0,0
"7749",Jul 1989,1989-07-06,"DONGSUNG.CHEMICAL",61641.97,0.74,98.23,6.5,"1989-1990",0,0
"7750",Jul 1989,1989-07-06,"GREEN.CROSS.HDG.",35960,1.05,103.95,2.4,"1989-1990",0,0
"7751",Jul 1989,1989-07-06,"KCC",130079.9,0.62,270.48,8.4,"1989-1990",0,0
"7752",Jul 1989,1989-07-06,"KIA.MOTORS",1015845,0.55,520.31,1.8,"1989-1990",0,0
"7753",Jul 1989,1989-07-06,"KOREAN.AIR.LINES",842999.4,0.41,1101.89,6.2,"1989-1990",0,0
"7754",Jul 1989,1989-07-06,"LG",767879.4,0.58,482.71,34.3,"1989-1990",0,0
"7755",Jul 1989,1989-07-06,"LG.INTL.",238999.9,0.54,769.33,35.1,"1989-1990",0,0
"7756",Jul 1989,1989-07-06,"LS",171999.9,0.88,322.89,36.6,"1989-1990",0,0
"7757",Jul 1989,1989-07-06,"POSCO",2698596,1.67,75.71,19.6,"1989-1990",0,0
"7758",Jul 1989,1989-07-06,"SG.CHOONGBANG",99679.94,0.93,558.72,2,"1989-1990",0,0
"7759",Jul 1989,1989-07-07,"CJ",116659.9,0.93,256.8,3.4,"1989-1990",0,0
"7760",Jul 1989,1989-07-07,"DAEWOONG",20947.5,0.96,250.26,64.6,"1989-1990",0,0
"7761",Jul 1989,1989-07-07,"DONG.A.SOCIO.HOLDINGS",109079.9,0.55,366.68,22.2,"1989-1990",0,0
"7762",Jul 1989,1989-07-07,"DONG.WHA.PHARM.",40766,0.61,299.64,100.5,"1989-1990",0,0
"7763",Jul 1989,1989-07-07,"DONGBU.HITEK",36503,1.04,494.52,2.9,"1989-1990",0,0
"7764",Jul 1989,1989-07-07,"DONGSUNG.CHEMICAL",62159.99,0.73,99.05,3.2,"1989-1990",0,0
"7765",Jul 1989,1989-07-07,"GREEN.CROSS.HDG.",35960,1.05,103.95,1,"1989-1990",0,0
"7766",Jul 1989,1989-07-07,"KCC",131039.9,0.62,272.47,17.8,"1989-1990",0,0
"7767",Jul 1989,1989-07-07,"KIA.MOTORS",1027891,0.54,526.48,4,"1989-1990",0,0
"7768",Jul 1989,1989-07-07,"KOREAN.AIR.LINES",866999.9,0.4,1133.26,36.2,"1989-1990",0,0
"7769",Jul 1989,1989-07-07,"LG",784079.9,0.57,492.9,53.2,"1989-1990",0,0
"7770",Jul 1989,1989-07-07,"LG.INTL.",242999.9,0.53,782.21,24.4,"1989-1990",0,0
"7771",Jul 1989,1989-07-07,"LS",176000,0.85,330.4,36.7,"1989-1990",0,0
"7772",Jul 1989,1989-07-07,"POSCO",2716954,1.67,76.23,18.3,"1989-1990",0,0
"7773",Jul 1989,1989-07-07,"SG.CHOONGBANG",100799.9,0.92,565,4.5,"1989-1990",0,0
"7774",Jul 1989,1989-07-07,"SK.NETWORKS",230400,0.66,653.05,1.6,"1989-1990",0,0
"7775",Jul 1989,1989-07-07,"TONGYANG",177709.9,0.93,458.48,1.3,"1989-1990",0,0
"7776",Jul 1989,1989-07-10,"CJ",114759.9,0.95,252.62,1.8,"1989-1990",0,0
"7777",Jul 1989,1989-07-10,"DAEWOONG",20359.5,0.99,243.24,9.1,"1989-1990",0,0
"7778",Jul 1989,1989-07-10,"DONG.A.SOCIO.HOLDINGS",109079.9,0.55,366.68,17.7,"1989-1990",0,0
"7779",Jul 1989,1989-07-10,"DONG.WHA.PHARM.",40392,0.62,296.9,112.9,"1989-1990",0,0
"7780",Jul 1989,1989-07-10,"DONGBU.HITEK",36330,1.04,492.17,2.9,"1989-1990",0,0
"7781",Jul 1989,1989-07-10,"DONGSUNG.CHEMICAL",62159.99,0.73,99.05,9,"1989-1990",0,0
"7782",Jul 1989,1989-07-10,"GREEN.CROSS.HDG.",36076,1.04,104.29,11.8,"1989-1990",0,0
"7783",Jul 1989,1989-07-10,"KCC",130560,0.62,271.47,7,"1989-1990",0,0
"7784",Jul 1989,1989-07-10,"KIA.MOTORS",1007815,0.55,516.2,2,"1989-1990",0,0
"7785",Jul 1989,1989-07-10,"KOREAN.AIR.LINES",863999.8,0.4,1129.34,7.9,"1989-1990",0,0
"7786",Jul 1989,1989-07-10,"LG",777599.7,0.57,488.82,81.4,"1989-1990",0,0
"7787",Jul 1989,1989-07-10,"LG.INTL.",237999.9,0.54,766.12,48.1,"1989-1990",0,0
"7788",Jul 1989,1989-07-10,"LS",169999.9,0.88,319.14,24,"1989-1990",0,0
"7789",Jul 1989,1989-07-10,"POSCO",2698596,1.67,75.71,13.3,"1989-1990",0,0
"7790",Jul 1989,1989-07-10,"SG.CHOONGBANG",100239.9,0.93,561.86,4.4,"1989-1990",0,0
"7791",Jul 1989,1989-07-10,"SK.NETWORKS",228599.9,0.67,647.95,1.9,"1989-1990",0,0
"7792",Jul 1989,1989-07-11,"CJ",117799.9,0.93,259.31,165.8,"1989-1990",0,0
"7793",Jul 1989,1989-07-11,"DAEWOONG",20580,0.97,245.87,60.8,"1989-1990",0,0
"7794",Jul 1989,1989-07-11,"DONG.A.SOCIO.HOLDINGS",111806.9,0.53,375.85,97.9,"1989-1990",0,0
"7795",Jul 1989,1989-07-11,"DONG.WHA.PHARM.",42262,0.59,310.64,221.1,"1989-1990",0,0
"7796",Jul 1989,1989-07-11,"DONGBU.HITEK",36849,1.03,499.2,4.6,"1989-1990",0,0
"7797",Jul 1989,1989-07-11,"DONGSUNG.CHEMICAL",62677.97,0.72,99.88,13.6,"1989-1990",0,0
"7798",Jul 1989,1989-07-11,"GREEN.CROSS.HDG.",36540,1.03,105.63,191.7,"1989-1990",0,0
"7799",Jul 1989,1989-07-11,"KCC",131039.9,0.62,272.47,4.3,"1989-1990",0,0
"7800",Jul 1989,1989-07-11,"KIA.MOTORS",1023875,0.54,524.42,5.8,"1989-1990",0,0
"7801",Jul 1989,1989-07-11,"KOREAN.AIR.LINES",869999.6,0.4,1137.18,44.9,"1989-1990",0,0
"7802",Jul 1989,1989-07-11,"KUMHO.INDUSTRIAL",182159.9,0.85,1865.91,1.2,"1989-1990",0,0
"7803",Jul 1989,1989-07-11,"LG",800279.8,0.56,503.08,162.6,"1989-1990",0,0
"7804",Jul 1989,1989-07-11,"LG.INTL.",241999.9,0.53,778.99,44.5,"1989-1990",0,0
"7805",Jul 1989,1989-07-11,"LS",173999.9,0.87,326.65,62.5,"1989-1990",0,0
"7806",Jul 1989,1989-07-11,"POSCO",2726133,1.64,76.49,17.4,"1989-1990",0,0
"7807",Jul 1989,1989-07-11,"SG.CHOONGBANG",101919.9,0.91,571.28,7.8,"1989-1990",0,0
"7808",Jul 1989,1989-07-12,"CJ",118559.9,0.92,260.99,276.4,"1989-1990",0,0
"7809",Jul 1989,1989-07-12,"DAEWOONG",21241.5,0.94,253.78,140,"1989-1990",0,0
"7810",Jul 1989,1989-07-12,"DONG.A.SOCIO.HOLDINGS",114533.9,0.52,385.01,114.7,"1989-1990",0,0
"7811",Jul 1989,1989-07-12,"DONG.WHA.PHARM.",43944.96,0.56,323.01,367.1,"1989-1990",0,0
"7812",Jul 1989,1989-07-12,"DONGBU.HITEK",38060,1,515.61,8.8,"1989-1990",0,0
"7813",Jul 1989,1989-07-12,"DONGSUNG.CHEMICAL",63713.97,0.71,101.53,13.4,"1989-1990",0,0
"7814",Jul 1989,1989-07-12,"DONGWON.INDUSTRY",142999.9,0.82,104.17,3.9,"1989-1990",0,0
"7815",Jul 1989,1989-07-12,"GREEN.CROSS.HDG.",37120,1.01,107.3,14.9,"1989-1990",0,0
"7816",Jul 1989,1989-07-12,"KCC",132480,0.61,275.47,14.2,"1989-1990",0,0
"7817",Jul 1989,1989-07-12,"KIA.MOTORS",1043952,0.53,534.71,9.7,"1989-1990",0,0
"7818",Jul 1989,1989-07-12,"KOREAN.AIR.LINES",875999.4,0.39,1145.02,33.9,"1989-1990",0,0
"7819",Jul 1989,1989-07-12,"KUMHO.INDUSTRIAL",184799.9,0.83,1892.96,1.9,"1989-1990",0,0
"7820",Jul 1989,1989-07-12,"LG",803519.8,0.56,505.12,155.2,"1989-1990",0,0
"7821",Jul 1989,1989-07-12,"LG.INTL.",243999.9,0.53,785.43,47,"1989-1990",0,0
"7822",Jul 1989,1989-07-12,"LS",180999.9,0.83,339.79,135.7,"1989-1990",0,0
"7823",Jul 1989,1989-07-12,"POSCO",2781206,1.61,78.03,19.7,"1989-1990",0,0
"7824",Jul 1989,1989-07-12,"SG.CHOONGBANG",104159.9,0.89,583.83,11.6,"1989-1990",0,0
"7825",Jul 1989,1989-07-12,"SK.NETWORKS",232199.9,0.65,658.15,2.5,"1989-1990",0,0
"7826",Jul 1989,1989-07-12,"TONGYANG",179760.4,0.93,463.77,3.6,"1989-1990",0,0
"7827",Jul 1989,1989-07-12,"TORAY.CHEMICAL.KOREA",137600,0.64,351.27,1.1,"1989-1990",0,0
"7828",Jul 1989,1989-07-13,"CJ",117799.9,0.93,259.31,17.3,"1989-1990",0,0
"7829",Jul 1989,1989-07-13,"DAEWOONG",21241.5,0.94,253.78,51.8,"1989-1990",0,0
"7830",Jul 1989,1989-07-13,"DONG.A.SOCIO.HOLDINGS",113624.9,0.53,381.96,57.3,"1989-1990",0,0
"7831",Jul 1989,1989-07-13,"DONG.WHA.PHARM.",43383.97,0.57,318.89,410.4,"1989-1990",0,0
"7832",Jul 1989,1989-07-13,"DONGBU.HITEK",38579,0.98,522.64,18.1,"1989-1990",0,0
"7833",Jul 1989,1989-07-13,"DONGBU.STEEL",163234.3,0.63,575.12,1.6,"1989-1990",0,0
"7834",Jul 1989,1989-07-13,"DONGSUNG.CHEMICAL",63972.96,0.71,101.94,10.5,"1989-1990",0,0
"7835",Jul 1989,1989-07-13,"DONGWON.INDUSTRY",143571.9,0.81,104.58,3.4,"1989-1990",0,0
"7836",Jul 1989,1989-07-13,"GREEN.CROSS.HDG.",37236,1.01,107.64,51.9,"1989-1990",0,0
"7837",Jul 1989,1989-07-13,"KCC",131519.9,0.61,273.47,1.1,"1989-1990",0,0
"7838",Jul 1989,1989-07-13,"KIA.MOTORS",1039936,0.53,532.65,6.9,"1989-1990",0,0
"7839",Jul 1989,1989-07-13,"KOREAN.AIR.LINES",881999.8,0.39,1152.87,44,"1989-1990",0,0
"7840",Jul 1989,1989-07-13,"KUMHO.INDUSTRIAL",185679.9,0.83,1901.97,1.7,"1989-1990",0,0
"7841",Jul 1989,1989-07-13,"LG",797039.6,0.56,501.04,173.2,"1989-1990",0,0
"7842",Jul 1989,1989-07-13,"LG.INTL.",244999.9,0.52,788.65,48.4,"1989-1990",0,0
"7843",Jul 1989,1989-07-13,"LS",180999.9,0.83,339.79,158.3,"1989-1990",0,0
"7844",Jul 1989,1989-07-13,"POSCO",2827101,1.59,79.32,45.7,"1989-1990",0,0
"7845",Jul 1989,1989-07-13,"SG.CHOONGBANG",104719.9,0.88,586.97,18.9,"1989-1990",0,0
"7846",Jul 1989,1989-07-13,"SK.NETWORKS",232199.9,0.65,658.15,3.7,"1989-1990",0,0
"7847",Jul 1989,1989-07-13,"TONGYANG",182494.4,0.91,470.83,1.3,"1989-1990",0,0
"7848",Jul 1989,1989-07-13,"TORAY.CHEMICAL.KOREA",140160,0.63,357.81,1.7,"1989-1990",0,0
"7849",Jul 1989,1989-07-14,"CJ.LOGISTICS",141449.9,0.7,315.16,1.4,"1989-1990",0,0
"7850",Jul 1989,1989-07-14,"DAEWOONG",20727,0.97,247.63,49.2,"1989-1990",0,0
"7851",Jul 1989,1989-07-14,"DONG.A.SOCIO.HOLDINGS",113624.9,0.53,381.96,69.2,"1989-1990",0,0
"7852",Jul 1989,1989-07-14,"DONG.WHA.PHARM.",43196.99,0.57,317.51,166.5,"1989-1990",0,0
"7853",Jul 1989,1989-07-14,"DONGBU.HITEK",38752,0.98,524.98,11,"1989-1990",0,0
"7854",Jul 1989,1989-07-14,"DONGSUNG.CHEMICAL",63454.98,0.71,101.12,3.6,"1989-1990",0,0
"7855",Jul 1989,1989-07-14,"DONGWON.INDUSTRY",143571.9,0.81,104.58,2.2,"1989-1990",0,0
"7856",Jul 1989,1989-07-14,"KCC",130560,0.62,271.47,2.7,"1989-1990",0,0
"7857",Jul 1989,1989-07-14,"KIA.MOTORS",1047967,0.53,536.76,5.8,"1989-1990",0,0
"7858",Jul 1989,1989-07-14,"KOREAN.AIR.LINES",881999.8,0.39,1152.87,33,"1989-1990",0,0
"7859",Jul 1989,1989-07-14,"KUMHO.INDUSTRIAL",184799.9,0.83,1892.96,1.3,"1989-1990",0,0
"7860",Jul 1989,1989-07-14,"LG",800279.8,0.56,503.08,80.2,"1989-1990",0,0
"7861",Jul 1989,1989-07-14,"LG.INTL.",241999.9,0.53,778.99,26.6,"1989-1990",0,0
"7862",Jul 1989,1989-07-14,"LS",184999.9,0.81,347.3,168.3,"1989-1990",0,0
"7863",Jul 1989,1989-07-14,"POSCO",2900532,1.56,81.38,73.6,"1989-1990",0,0
"7864",Jul 1989,1989-07-14,"SG.CHOONGBANG",104719.9,0.88,586.97,7.6,"1989-1990",0,0
"7865",Jul 1989,1989-07-14,"SK.NETWORKS",232199.9,0.65,658.15,2.1,"1989-1990",0,0
"7866",Jul 1989,1989-07-14,"TONGYANG",185911.9,0.89,479.64,2,"1989-1990",0,0
"7867",Jul 1989,1989-07-18,"CJ",120459.9,0.91,265.17,22.9,"1989-1990",0,0
"7868",Jul 1989,1989-07-18,"DAEWOONG",20727,0.97,247.63,5.3,"1989-1990",0,0
"7869",Jul 1989,1989-07-18,"DONG.A.SOCIO.HOLDINGS",112715.9,0.53,378.9,17.4,"1989-1990",0,0
"7870",Jul 1989,1989-07-18,"DONG.WHA.PHARM.",43196.99,0.57,317.51,79.3,"1989-1990",0,0
"7871",Jul 1989,1989-07-18,"DONGBU.HITEK",38060,1,515.61,1.3,"1989-1990",0,0
"7872",Jul 1989,1989-07-18,"DONGBU.STEEL",166118.4,0.62,585.28,1.2,"1989-1990",0,0
"7873",Jul 1989,1989-07-18,"DONGSUNG.CHEMICAL",63196,0.72,100.7,7.5,"1989-1990",0,0
"7874",Jul 1989,1989-07-18,"GREEN.CROSS.HDG.",36888,1.02,106.63,10.4,"1989-1990",0,0
"7875",Jul 1989,1989-07-18,"KCC",127199.9,0.64,264.49,4.2,"1989-1990",0,0
"7876",Jul 1989,1989-07-18,"KIA.MOTORS",1092133,0.51,559.38,18,"1989-1990",0,0
"7877",Jul 1989,1989-07-18,"KOREAN.AIR.LINES",908999.4,0.38,1188.16,107.5,"1989-1990",0,0
"7878",Jul 1989,1989-07-18,"KUMHO.INDUSTRIAL",185679.9,0.83,1901.97,1.3,"1989-1990",0,0
"7879",Jul 1989,1989-07-18,"LG",832679.4,0.54,523.45,261.6,"1989-1990",0,0
"7880",Jul 1989,1989-07-18,"LG.INTL.",243999.9,0.53,785.43,21.8,"1989-1990",0,0
"7881",Jul 1989,1989-07-18,"LS",185999.9,0.81,349.17,133.2,"1989-1990",0,0
"7882",Jul 1989,1989-07-18,"POSCO",3001499,1.49,84.21,56,"1989-1990",0,0
"7883",Jul 1989,1989-07-18,"SG.CHOONGBANG",103040,0.9,577.55,5.3,"1989-1990",0,0
"7884",Jul 1989,1989-07-18,"SK.NETWORKS",237599.9,0.64,673.45,3.6,"1989-1990",0,0
"7885",Jul 1989,1989-07-19,"CJ",120459.9,0.91,265.17,51.3,"1989-1990",0,0
"7886",Jul 1989,1989-07-19,"DONG.A.SOCIO.HOLDINGS",112261.4,0.53,377.37,26.7,"1989-1990",0,0
"7887",Jul 1989,1989-07-19,"DONG.WHA.PHARM.",42823,0.58,314.76,48,"1989-1990",0,0
"7888",Jul 1989,1989-07-19,"DONGBU.HITEK",37714,1.01,510.92,4.4,"1989-1990",0,0
"7889",Jul 1989,1989-07-19,"DONGSUNG.CHEMICAL",63196,0.72,100.7,18.2,"1989-1990",0,0
"7890",Jul 1989,1989-07-19,"KCC",131039.9,0.62,272.47,12,"1989-1990",0,0
"7891",Jul 1989,1989-07-19,"KIA.MOTORS",1072058,0.52,549.1,9.2,"1989-1990",0,0
"7892",Jul 1989,1989-07-19,"KOREAN.AIR.LINES",911999.6,0.38,1192.08,112.6,"1989-1990",0,0
"7893",Jul 1989,1989-07-19,"KUMHO.INDUSTRIAL",184799.9,0.83,1892.96,1.2,"1989-1990",0,0
"7894",Jul 1989,1989-07-19,"LG",816479.6,0.55,513.26,150.1,"1989-1990",0,0
"7895",Jul 1989,1989-07-19,"LG.INTL.",242999.9,0.53,782.21,47.9,"1989-1990",0,0
"7896",Jul 1989,1989-07-19,"LS",182999.9,0.83,343.54,60.9,"1989-1990",0,0
"7897",Jul 1989,1989-07-19,"POSCO",2909711,1.54,81.64,28.6,"1989-1990",0,0
"7898",Jul 1989,1989-07-19,"SG.CHOONGBANG",101919.9,0.91,571.28,3.5,"1989-1990",0,0
"7899",Jul 1989,1989-07-19,"SK.NETWORKS",237599.9,0.64,673.45,1.5,"1989-1990",0,0
"7900",Jul 1989,1989-07-19,"TONGYANG",185228.4,0.9,477.88,1.4,"1989-1990",0,0
"7901",Jul 1989,1989-07-20,"CJ",118939.9,0.92,261.82,12.8,"1989-1990",0,0
"7902",Jul 1989,1989-07-20,"DAEWOONG",20874,0.96,249.39,11.3,"1989-1990",0,0
"7903",Jul 1989,1989-07-20,"DONG.A.SOCIO.HOLDINGS",114533.9,0.52,385.01,78.7,"1989-1990",0,0
"7904",Jul 1989,1989-07-20,"DONG.WHA.PHARM.",43757.98,0.57,321.64,264.8,"1989-1990",0,0
"7905",Jul 1989,1989-07-20,"DONGBU.HITEK",37714,1.01,510.92,6,"1989-1990",0,0
"7906",Jul 1989,1989-07-20,"DONGSUNG.CHEMICAL",63196,0.72,100.7,6.2,"1989-1990",0,0
"7907",Jul 1989,1989-07-20,"KCC",131039.9,0.62,272.47,5.1,"1989-1990",0,0
"7908",Jul 1989,1989-07-20,"KIA.MOTORS",1084103,0.51,555.27,17.7,"1989-1990",0,0
"7909",Jul 1989,1989-07-20,"KOREAN.AIR.LINES",914999.8,0.38,1196,79.3,"1989-1990",0,0
"7910",Jul 1989,1989-07-20,"KUMHO.INDUSTRIAL",183919.9,0.84,1883.94,1.4,"1989-1990",0,0
"7911",Jul 1989,1989-07-20,"LG",826199.9,0.54,519.38,181.5,"1989-1990",0,0
"7912",Jul 1989,1989-07-20,"LG.INTL.",243999.9,0.53,785.43,37.2,"1989-1990",0,0
"7913",Jul 1989,1989-07-20,"LS",181999.9,0.83,341.66,55.4,"1989-1990",0,0
"7914",Jul 1989,1989-07-20,"POSCO",2900532,1.56,81.38,39.9,"1989-1990",0,0
"7915",Jul 1989,1989-07-20,"SG.CHOONGBANG",101919.9,0.91,571.28,1.9,"1989-1990",0,0
"7916",Jul 1989,1989-07-20,"SK.NETWORKS",237599.9,0.64,673.45,3.1,"1989-1990",0,0
"7917",Jul 1989,1989-07-20,"TONGYANG",187962.4,0.88,484.93,8.4,"1989-1990",0,0
"7918",Jul 1989,1989-07-21,"CJ",118179.9,0.93,260.15,8.9,"1989-1990",0,0
"7919",Jul 1989,1989-07-21,"DAEWOONG",20874,0.96,249.39,1.6,"1989-1990",0,0
"7920",Jul 1989,1989-07-21,"DONG.A.SOCIO.HOLDINGS",113624.9,0.53,381.96,68.5,"1989-1990",0,0
"7921",Jul 1989,1989-07-21,"DONG.WHA.PHARM.",43757.98,0.57,321.64,96.1,"1989-1990",0,0
"7922",Jul 1989,1989-07-21,"DONGBU.HITEK",37714,1.01,510.92,10.5,"1989-1990",0,0
"7923",Jul 1989,1989-07-21,"DONGSUNG.CHEMICAL",63454.98,0.71,101.12,13.4,"1989-1990",0,0
"7924",Jul 1989,1989-07-21,"GREEN.CROSS.HDG.",36656,1.03,105.96,141.9,"1989-1990",0,0
"7925",Jul 1989,1989-07-21,"KCC",131039.9,0.62,272.47,12.8,"1989-1990",0,0
"7926",Jul 1989,1989-07-21,"KIA.MOTORS",1076073,0.52,551.16,7.7,"1989-1990",0,0
"7927",Jul 1989,1989-07-21,"KOREAN.AIR.LINES",911999.6,0.38,1192.08,104.4,"1989-1990",0,0
"7928",Jul 1989,1989-07-21,"LG",819719.7,0.55,515.3,133.6,"1989-1990",0,0
"7929",Jul 1989,1989-07-21,"LG.INTL.",244999.9,0.52,788.65,44.5,"1989-1990",0,0
"7930",Jul 1989,1989-07-21,"LS",179999.9,0.84,337.91,41.3,"1989-1990",0,0
"7931",Jul 1989,1989-07-21,"POSCO",2891353,1.56,81.12,28.4,"1989-1990",0,0
"7932",Jul 1989,1989-07-21,"SG.CHOONGBANG",100799.9,0.92,565,4.2,"1989-1990",0,0
"7933",Jul 1989,1989-07-21,"SK.NETWORKS",237599.9,0.64,673.45,2.8,"1989-1990",0,0
"7934",Jul 1989,1989-07-24,"CJ",120459.9,0.91,265.17,21.5,"1989-1990",0,0
"7935",Jul 1989,1989-07-24,"DONG.A.SOCIO.HOLDINGS",113624.9,0.53,381.96,20.4,"1989-1990",0,0
"7936",Jul 1989,1989-07-24,"DONG.WHA.PHARM.",43009.96,0.58,316.14,23.4,"1989-1990",0,0
"7937",Jul 1989,1989-07-24,"DONGSUNG.CHEMICAL",63454.98,0.71,101.12,7.6,"1989-1990",0,0
"7938",Jul 1989,1989-07-24,"GREEN.CROSS.HDG.",36656,1.03,105.96,1,"1989-1990",0,0
"7939",Jul 1989,1989-07-24,"KCC",131999.9,0.61,274.47,28.4,"1989-1990",0,0
"7940",Jul 1989,1989-07-24,"KIA.MOTORS",1092133,0.51,559.38,11.6,"1989-1990",0,0
"7941",Jul 1989,1989-07-24,"KOREAN.AIR.LINES",908999.4,0.38,1188.16,71.2,"1989-1990",0,0
"7942",Jul 1989,1989-07-24,"LG",829440,0.54,521.41,184,"1989-1990",0,0
"7943",Jul 1989,1989-07-24,"LG.INTL.",242999.9,0.53,782.21,31.7,"1989-1990",0,0
"7944",Jul 1989,1989-07-24,"LS",184999.9,0.81,347.3,77.4,"1989-1990",0,0
"7945",Jul 1989,1989-07-24,"POSCO",2900532,1.56,81.38,32.5,"1989-1990",0,0
"7946",Jul 1989,1989-07-24,"SG.CHOONGBANG",101919.9,0.91,571.28,5.6,"1989-1990",0,0
"7947",Jul 1989,1989-07-24,"SK.NETWORKS",237599.9,0.64,673.45,2.9,"1989-1990",0,0
"7948",Jul 1989,1989-07-24,"TONGYANG",186595.4,0.89,481.41,1.8,"1989-1990",0,0
"7949",Jul 1989,1989-07-24,"TORAY.CHEMICAL.KOREA",137600,0.64,351.27,1.3,"1989-1990",0,0
"7950",Jul 1989,1989-07-25,"CJ",125399.9,0.87,276.04,146.7,"1989-1990",0,0
"7951",Jul 1989,1989-07-25,"DAEWOONG",20212.5,0.99,241.48,13,"1989-1990",0,0
"7952",Jul 1989,1989-07-25,"DONG.A.SOCIO.HOLDINGS",113624.9,0.53,381.96,49.3,"1989-1990",0,0
"7953",Jul 1989,1989-07-25,"DONG.WHA.PHARM.",43009.96,0.58,316.14,68.5,"1989-1990",0,0
"7954",Jul 1989,1989-07-25,"DONGBU.HITEK",37714,1.01,510.92,3.6,"1989-1990",0,0
"7955",Jul 1989,1989-07-25,"DONGBU.STEEL",166118.4,0.62,585.28,2.3,"1989-1990",0,0
